date,equity
2015-12-11,131432.77467139115
2015-12-14,123703.75217158058
2015-12-15,124709.85008812396
2015-12-16,124061.31975117602
2015-12-17,124810.04573779867
2015-12-18,125835.23761604326
2015-12-21,125497.48241490436
2015-12-22,125252.66432187114
2015-12-23,126970.16062300267
2015-12-24,133294.67596591322
2015-12-25,135368.1015134296
2015-12-28,121774.93625081595
2015-12-29,121032.49999999999
2015-12-30,121032.49999999999
2015-12-31,121032.49999999999
2016-01-01,121032.49999999999
2016-01-04,121615.15613784839
2016-01-05,118102.40991728366
2016-01-06,117876.05998246363
2016-01-07,119301.56165649876
2016-01-08,121350.40132051992
2016-01-11,123952.60723184636
2016-01-12,124394.1773573407
2016-01-13,128136.59132389227
2016-01-14,124998.70090612773
2016-01-15,121967.02910477488
2016-01-18,119215.07687264345
2016-01-19,119887.6427783181
2016-01-20,121369.21675160255
2016-01-21,122684.99241180481
2016-01-22,126988.81672155748
2016-01-25,130332.63935155873
2016-01-26,129922.64964925316
2016-01-27,127144.03886359629
2016-01-28,132683.81373828993
2016-01-29,135255.73896902337
2016-02-01,135409.8786533656
2016-02-02,132623.05224941683
2016-02-03,132235.48170186204
2016-02-04,136093.03057902202
2016-02-05,139051.9086603701
2016-02-08,141641.8199725455
2016-02-09,138032.7612198732
2016-02-10,136531.52363373438
2016-02-11,132842.41869901074
2016-02-12,134221.7429497193
2016-02-15,131784.31486947605
2016-02-16,132548.31372793968
2016-02-17,128060.0153887349
2016-02-18,130579.99999999999
2016-02-19,130579.99999999999
2016-02-22,130579.99999999999
2016-02-23,130579.99999999999
2016-02-24,130579.99999999999
2016-02-25,130579.99999999999
2016-02-26,130579.99999999999
2016-02-29,130579.99999999999
2016-03-01,130579.99999999999
2016-03-02,131356.37593596993
2016-03-03,132074.78547240267
2016-03-04,134389.78462198883
2016-03-07,136496.76758337326
2016-03-08,141262.87138455233
2016-03-09,141484.6900701689
2016-03-10,143594.55443043538
2016-03-11,146617.9215292111
2016-03-14,142140.86941610422
2016-03-15,144617.96629928128
2016-03-16,143746.57088510547
2016-03-17,144625.08933573306
2016-03-18,146998.1328002125
2016-03-21,144761.7975819452
2016-03-22,145124.18072403054
2016-03-23,148432.73016775068
2016-03-24,148941.2443308882
2016-03-25,149019.80780393787
2016-03-28,149687.14522228693
2016-03-29,154682.71704482203
2016-03-30,153139.86921430248
2016-03-31,156302.70895801357
2016-04-01,161353.6547313186
2016-04-04,163283.71767721543
2016-04-05,166294.61037766372
2016-04-06,168381.41795510662
2016-04-07,171410.8159258056
2016-04-08,170674.41769824532
2016-04-11,173610.59700682588
2016-04-12,175640.82286971185
2016-04-13,174794.50039324292
2016-04-14,177331.31770459824
2016-04-15,180401.95760745497
2016-04-18,181761.30762560415
2016-04-19,181382.6293959922
2016-04-20,181640.47634196375
2016-04-21,181455.85160517826
2016-04-22,181526.5195657205
2016-04-25,181414.73884615966
2016-04-26,180867.65831464645
2016-04-27,180248.0898898003
2016-04-28,181346.96190149314
2016-04-29,182850.082043052
2016-05-02,185063.04551024793
2016-05-03,184734.82046671212
2016-05-04,185910.91488480562
2016-05-05,185105.51293677234
2016-05-06,186280.88773977174
2016-05-09,189330.5834079387
2016-05-10,188227.6311383699
2016-05-11,187635.97475919116
2016-05-12,188169.00551091635
2016-05-13,189130.7032903697
2016-05-16,191721.76906642626
2016-05-17,191955.64129578808
2016-05-18,192197.88132202305
2016-05-19,193359.79311912187
2016-05-20,193575.34503399333
2016-05-23,191272.3835059874
2016-05-24,191554.61584021157
2016-05-25,192401.95247447188
2016-05-26,192617.7280469497
2016-05-27,193317.49778591518
2016-05-30,195417.62856014393
2016-05-31,195041.28336659688
2016-06-01,195287.47005804194
2016-06-02,195222.97365328428
2016-06-03,195538.16687580314
2016-06-06,197665.57972819853
2016-06-07,198291.1148557011
2016-06-08,198241.76213270452
2016-06-09,198397.15758034412
2016-06-10,199717.76042529344
2016-06-13,201769.69918976648
2016-06-14,202164.33608414666
2016-06-15,204046.5438719315
2016-06-16,204116.59007553285
2016-06-17,204137.5733933878
2016-06-20,205358.2375436569
2016-06-21,206300.18203878042
2016-06-22,206662.17128637916
2016-06-23,207252.1454308685
2016-06-24,207320.4342645774
2016-06-27,208411.55458416988
2016-06-28,208665.59493074013
2016-06-29,209156.48413401094
2016-06-30,208857.84931491068
2016-07-01,210323.7224932218
2016-07-04,209963.12327064015
2016-07-05,209799.76140696424
2016-07-06,210456.05496650146
2016-07-07,210798.99616393744
2016-07-08,210437.54195613053
2016-07-11,211546.291675173
2016-07-12,211264.25963410537
2016-07-13,210487.75352116534
2016-07-14,209832.36768281797
2016-07-15,209786.96493901362
2016-07-18,210813.07741067075
2016-07-19,212938.60459837032
2016-07-20,212783.60524493607
2016-07-21,214073.35296665644
2016-07-22,215200.54924807767
2016-07-25,215404.39608794643
2016-07-26,215332.7805211621
2016-07-27,214141.82019547257
2016-07-28,213057.5110282133
2016-07-29,213273.3210507923
2016-08-01,215362.4842937917
2016-08-02,215173.88785975648
2016-08-03,215007.4938557812
2016-08-04,215057.79034939216
2016-08-05,214436.27182307333
2016-08-08,214916.36182659224
2016-08-09,214606.3802871541
2016-08-10,213924.6391781506
2016-08-11,213755.63302437874
2016-08-12,214128.36287154027
2016-08-15,216270.11694300524
2016-08-16,215966.02092368255
2016-08-17,216140.65010021647
2016-08-18,216041.26972804323
2016-08-19,217453.67436203687
2016-08-22,219203.46865944855
2016-08-23,218291.00178137905
2016-08-24,218015.9682303983
2016-08-25,218968.1116750361
2016-08-26,219185.7877773916
2016-08-29,222431.7662761786
2016-08-30,221970.1972108861
2016-08-31,221338.64160869108
2016-09-01,219463.99105930206
2016-09-02,218259.61914535472
2016-09-05,217109.17244346533
2016-09-06,216897.5
2016-09-07,216897.5
2016-09-08,216897.5
2016-09-09,216897.5
2016-09-12,216897.5
2016-09-13,216897.5
2016-09-14,217167.9098824387
2016-09-15,219095.41573714555
2016-09-16,216936.33825973046
2016-09-19,215150.835382033
2016-09-20,219046.40344462264
2016-09-21,211628.07282731953
2016-09-22,206929.54181243712
2016-09-23,206892.50000000003
2016-09-26,206892.50000000003
2016-09-27,206892.50000000003
2016-09-28,206892.50000000003
2016-09-29,206892.50000000003
2016-09-30,206892.50000000003
2016-10-03,206892.50000000003
2016-10-04,206892.50000000003
2016-10-05,206892.50000000003
2016-10-06,206892.50000000003
2016-10-07,205964.32895650688
2016-10-10,207304.85025541837
2016-10-11,208113.5730150646
2016-10-12,204570.2190423076
2016-10-13,207563.17575134317
2016-10-14,209808.43567575736
2016-10-17,191027.0142748577
2016-10-18,195165.00000000006
2016-10-19,195165.00000000006
2016-10-20,195165.00000000006
2016-10-21,194767.97693489425
2016-10-24,193741.80929100848
2016-10-25,192614.08255324393
2016-10-26,190575.67742995275
2016-10-27,190980.00000000006
2016-10-28,190980.00000000006
2016-10-31,190980.00000000006
2016-11-01,190601.32105891616
2016-11-02,190530.71901509436
2016-11-03,189816.32991802937
2016-11-04,192043.282537655
2016-11-07,193608.66323031564
2016-11-08,194368.33681986536
2016-11-09,197165.31001161863
2016-11-10,199850.90228400624
2016-11-11,201423.68419606055
2016-11-14,211296.11376335417
2016-11-15,213450.68133096903
2016-11-16,204014.97293703296
2016-11-17,200776.70274013595
2016-11-18,201893.26405417663
2016-11-21,193481.2278959151
2016-11-22,191265.00000000003
2016-11-23,191265.00000000003
2016-11-24,191265.00000000003
2016-11-25,191265.00000000003
2016-11-28,191265.00000000003
2016-11-29,192658.31516888193
2016-11-30,194456.57160791472
2016-12-01,187565.7401954737
2016-12-02,189133.196756865
2016-12-05,190582.86696525317
2016-12-06,188919.20655872344
2016-12-07,182813.59599753984
2016-12-08,181010.00000000006
2016-12-09,181010.00000000006
2016-12-12,181010.00000000006
2016-12-13,181010.00000000006
2016-12-14,181010.00000000006
2016-12-15,181010.00000000006
2016-12-16,181010.00000000006
2016-12-19,181010.00000000006
2016-12-20,181010.00000000006
2016-12-21,181010.00000000006
2016-12-22,181010.00000000006
2016-12-23,181458.38650075367
2016-12-26,183869.27764055895
2016-12-27,185230.91776305434
2016-12-28,185731.8628549972
2016-12-29,187831.05296115344
2016-12-30,190161.25743642304
2017-01-02,190660.07281313883
2017-01-03,184377.5943236558
2017-01-04,180208.60746622845
2017-01-05,178093.06717974282
2017-01-06,180703.73837466183
2017-01-09,177099.19849391998
2017-01-10,178392.70989557248
2017-01-11,172562.50000000006
2017-01-12,172562.50000000006
2017-01-13,172562.50000000006
2017-01-16,172562.50000000006
2017-01-17,172562.50000000006
2017-01-18,172562.50000000006
2017-01-19,172562.50000000006
2017-01-20,172562.50000000006
2017-01-23,172562.50000000006
2017-01-24,172562.50000000006
2017-01-25,172562.50000000006
2017-01-26,172562.50000000006
2017-01-27,171897.98951859653
2017-01-30,172684.08700227377
2017-01-31,170642.32072495756
2017-02-01,169899.11849334926
2017-02-02,169715.00000000006
2017-02-03,169715.00000000006
2017-02-06,169715.00000000006
2017-02-07,169715.00000000006
2017-02-08,169715.00000000006
2017-02-09,169715.00000000006
2017-02-10,169715.00000000006
2017-02-13,169715.00000000006
2017-02-14,172854.24191590928
2017-02-15,176389.4785645677
2017-02-16,177851.63484990274
2017-02-17,178299.46890127473
2017-02-20,179746.00956192528
2017-02-21,182611.4481222811
2017-02-22,186007.18937587415
2017-02-23,190371.99799862248
2017-02-24,189212.61492012342
2017-02-27,196462.14936622474
2017-02-28,197102.22351453104
2017-03-01,196219.25731664727
2017-03-02,196152.2818561074
2017-03-03,194371.46218391915
2017-03-06,189634.36744504375
2017-03-07,188616.29734278406
2017-03-08,187536.21134931667
2017-03-09,192679.81363934325
2017-03-10,193501.62248406978
2017-03-13,198961.85394465062
2017-03-14,193953.4865599612
2017-03-15,193890.46216154483
2017-03-16,198141.60155579099
2017-03-17,203955.7061843128
2017-03-20,208229.15792294778
2017-03-21,208207.26724321564
2017-03-22,210495.45011523494
2017-03-23,209035.45463858487
2017-03-24,211580.23699722576
2017-03-27,201369.48036537474
2017-03-28,204879.30935653968
2017-03-29,206627.37979735833
2017-03-30,209554.53520277352
2017-03-31,207360.4337724353
2017-04-03,213390.08388017162
2017-04-04,216691.93706066842
2017-04-05,219896.57471469446
2017-04-06,221604.2947726065
2017-04-07,228226.3878708037
2017-04-10,234048.46014231286
2017-04-11,234839.02082096547
2017-04-12,240250.77907028524
2017-04-13,241822.01866232685
2017-04-14,239790.52050855604
2017-04-17,241708.47027848667
2017-04-18,240152.68360762644
2017-04-19,242054.07695218726
2017-04-20,238991.1604786815
2017-04-21,238720.38315651534
2017-04-24,235709.20758280746
2017-04-25,237342.8902594204
2017-04-26,237942.76115986297
2017-04-27,232447.38558373845
2017-04-28,234572.50000000003
2017-05-01,234572.50000000003
2017-05-02,234572.50000000003
2017-05-03,234572.50000000003
2017-05-04,234572.50000000003
2017-05-05,234572.50000000003
2017-05-08,234572.50000000003
2017-05-09,234572.50000000003
2017-05-10,234572.50000000003
2017-05-11,232592.31019764775
2017-05-12,233354.11718509422
2017-05-15,236183.90204759763
2017-05-16,236578.2415815815
2017-05-17,239970.37919566376
2017-05-18,237579.77172350945
2017-05-19,236937.44902141244
2017-05-22,238312.7294521757
2017-05-23,238930.75772014307
2017-05-24,237782.6910082528
2017-05-25,237837.3289327004
2017-05-26,237131.4041274055
2017-05-29,235330.5009031266
2017-05-30,229232.50000000003
2017-05-31,229232.50000000003
2017-06-01,229232.50000000003
2017-06-02,229232.50000000003
2017-06-05,229232.50000000003
2017-06-06,229232.50000000003
2017-06-07,229232.50000000003
2017-06-08,229232.50000000003
2017-06-09,229232.50000000003
2017-06-12,230758.28469907749
2017-06-13,227990.46986702
2017-06-14,228413.58452124617
2017-06-15,227943.78747825843
2017-06-16,231995.23704915703
2017-06-19,230377.82787125686
2017-06-20,232354.26062333546
2017-06-21,232145.69909626877
2017-06-22,233353.70204810047
2017-06-23,231393.99752693143
2017-06-26,228702.98099688918
2017-06-27,228845.45284205538
2017-06-28,228740.04125635658
2017-06-29,231642.25481163265
2017-06-30,229892.2117682521
2017-07-03,229830.37341105135
2017-07-04,225190.433123355
2017-07-05,228548.15865088094
2017-07-06,226244.8072727925
2017-07-07,222527.97513179202
2017-07-10,219910.00000000003
2017-07-11,220496.9575381167
2017-07-12,218059.26452727692
2017-07-13,215803.57408950946
2017-07-14,216908.0203003695
2017-07-17,216564.66804786937
2017-07-18,216038.86280449782
2017-07-19,216318.60069785314
2017-07-20,217647.91718626572
2017-07-21,218880.18472453393
2017-07-24,220479.8847037304
2017-07-25,221564.17025511322
2017-07-26,219496.92553541166
2017-07-27,219267.27768501703
2017-07-28,217653.8059862587
2017-07-31,209811.8745919749
2017-08-01,212255.00000000003
2017-08-02,211173.865283916
2017-08-03,210746.02592173568
2017-08-04,212524.82821575645
2017-08-07,210933.100582045
2017-08-08,211503.9668114268
2017-08-09,212205.1916968297
2017-08-10,212855.24912751152
2017-08-11,211844.6825809758
2017-08-14,213325.35216456623
2017-08-15,215228.14226959995
2017-08-16,207420.12635632357
2017-08-17,209056.40566373218
2017-08-18,203110.0
2017-08-21,203110.0
2017-08-22,203110.0
2017-08-23,205614.55758513688
2017-08-24,207201.64740086137
2017-08-25,204981.55916821086
2017-08-28,189123.98921674592
2017-08-29,190985.00000000003
2017-08-30,190985.00000000003
2017-08-31,190985.00000000003
2017-09-01,190985.00000000003
2017-09-04,190985.00000000003
2017-09-05,190985.00000000003
2017-09-06,190985.00000000003
2017-09-07,190985.00000000003
2017-09-08,190985.00000000003
2017-09-11,190985.00000000003
2017-09-12,190985.00000000003
2017-09-13,190985.00000000003
2017-09-14,190985.00000000003
2017-09-15,190985.00000000003
2017-09-18,193833.39379332104
2017-09-19,194181.9330381066
2017-09-20,196540.28143146978
2017-09-21,196891.1187934474
2017-09-22,196987.80509160022
2017-09-25,180520.2431845147
2017-09-26,178257.50000000006
2017-09-27,178257.50000000006
2017-09-28,179000.94458551923
2017-09-29,181086.63862435648
2017-10-02,187466.50581857713
2017-10-03,198455.46499973268
2017-10-04,204073.5605473016
2017-10-05,214461.22884262813
2017-10-06,219288.47939555853
2017-10-09,214300.58896011685
2017-10-10,221081.59488144415
2017-10-11,219842.00583980844
2017-10-12,221518.35492762606
2017-10-13,221964.72945439874
2017-10-16,210553.56311567075
2017-10-17,210118.57531178775
2017-10-18,215054.9837228262
2017-10-19,212421.15919906704
2017-10-20,213786.8076661458
2017-10-23,201986.74187415728
2017-10-24,207440.0000000001
2017-10-25,207440.0000000001
2017-10-26,207440.0000000001
2017-10-27,207440.0000000001
2017-10-30,207440.0000000001
2017-10-31,207547.76150279358
2017-11-01,204346.9603151696
2017-11-02,202807.0942070098
2017-11-03,202985.0000000001
2017-11-06,202985.0000000001
2017-11-07,202985.0000000001
2017-11-08,202985.0000000001
2017-11-09,202985.0000000001
2017-11-10,202985.0000000001
2017-11-13,202985.0000000001
2017-11-14,205440.9270751566
2017-11-15,212590.72671268968
2017-11-16,213710.13572477258
2017-11-17,218829.58452897723
2017-11-20,202955.6867362891
2017-11-21,208706.03912040804
2017-11-22,204749.50019227384
2017-11-23,199344.80875561337
2017-11-24,203183.46414204623
2017-11-27,216427.9006169481
2017-11-28,209814.3556444377
2017-11-29,221346.30160074806
2017-11-30,226508.93977527408
2017-12-01,227859.18147688228
2017-12-04,227404.09867098162
2017-12-05,228502.59622471928
2017-12-06,223663.361891336
2017-12-07,233403.9052488752
2017-12-08,233556.7628935495
2017-12-11,235582.61422086146
2017-12-12,239624.5512173448
2017-12-13,242462.00560494798
2017-12-14,239322.968301444
2017-12-15,238005.01307376087
2017-12-18,232070.15300538667
2017-12-19,217320.84518623294
2017-12-20,221602.50000000006
2017-12-21,221602.50000000006
2017-12-22,221602.50000000006
2017-12-25,221602.50000000006
2017-12-26,221602.50000000006
2017-12-27,221602.50000000006
2017-12-28,221602.50000000006
2017-12-29,221602.50000000006
2018-01-01,221602.50000000006
2018-01-02,221602.50000000006
2018-01-03,221602.50000000006
2018-01-04,221602.50000000006
2018-01-05,221602.50000000006
2018-01-08,221602.50000000006
2018-01-09,221602.50000000006
2018-01-10,221602.50000000006
2018-01-11,221602.50000000006
2018-01-12,221602.50000000006
2018-01-15,221602.50000000006
2018-01-16,221602.50000000006
2018-01-17,221602.50000000006
2018-01-18,221602.50000000006
2018-01-19,221602.50000000006
2018-01-22,221602.50000000006
2018-01-23,228432.95509226876
2018-01-24,231532.38286367292
2018-01-25,232398.80523129716
2018-01-26,242641.0388746116
2018-01-29,235100.53143024803
2018-01-30,235162.41412444462
2018-01-31,228768.65045556647
2018-02-01,213425.74062721993
2018-02-02,204880.33624277008
2018-02-05,207945.00000000006
2018-02-06,207945.00000000006
2018-02-07,207945.00000000006
2018-02-08,207945.00000000006
2018-02-09,207945.00000000006
2018-02-12,207945.00000000006
2018-02-13,207945.00000000006
2018-02-14,207945.00000000006
2018-02-15,207945.00000000006
2018-02-16,207945.00000000006
2018-02-19,207945.00000000006
2018-02-20,207945.00000000006
2018-02-21,207945.00000000006
2018-02-22,207945.00000000006
2018-02-23,207945.00000000006
2018-02-26,207945.00000000006
2018-02-27,207945.00000000006
2018-02-28,207945.00000000006
2018-03-01,207945.00000000006
2018-03-02,211638.95357426032
2018-03-05,219931.5244217989
2018-03-06,225822.39462483177
2018-03-07,228793.76911539072
2018-03-08,231005.05153689667
2018-03-09,235641.11279790188
2018-03-12,236693.68681394888
2018-03-13,247098.51557297775
2018-03-14,247946.51933108794
2018-03-15,252490.30818842407
2018-03-16,255365.58606761455
2018-03-19,246567.90279713034
2018-03-20,249253.87651075795
2018-03-21,244527.28222552076
2018-03-22,238370.47493084156
2018-03-23,232243.0951274425
2018-03-26,226543.07070328586
2018-03-27,229522.50000000006
2018-03-28,229522.50000000006
2018-03-29,229522.50000000006
2018-03-30,229522.50000000006
2018-04-02,229522.50000000006
2018-04-03,229522.50000000006
2018-04-04,229522.50000000006
2018-04-05,229522.50000000006
2018-04-06,229522.50000000006
2018-04-09,229522.50000000006
2018-04-10,229522.50000000006
2018-04-11,229522.50000000006
2018-04-12,229522.50000000006
2018-04-13,229522.50000000006
2018-04-16,229522.50000000006
2018-04-17,229522.50000000006
2018-04-18,229522.50000000006
2018-04-19,229522.50000000006
2018-04-20,229522.50000000006
2018-04-23,229522.50000000006
2018-04-24,229522.50000000006
2018-04-25,229522.50000000006
2018-04-26,229522.50000000006
2018-04-27,229522.50000000006
2018-04-30,229522.50000000006
2018-05-01,229522.50000000006
2018-05-02,229522.50000000006
2018-05-03,229522.50000000006
2018-05-04,229522.50000000006
2018-05-07,229522.50000000006
2018-05-08,229522.50000000006
2018-05-09,229522.50000000006
2018-05-10,229522.50000000006
2018-05-11,229522.50000000006
2018-05-14,229522.50000000006
2018-05-15,228159.1603034722
2018-05-16,227918.767828234
2018-05-17,227470.26838522672
2018-05-18,227489.31801178784
2018-05-21,226827.50000000006
2018-05-22,226827.50000000006
2018-05-23,226827.50000000006
2018-05-24,226827.50000000006
2018-05-25,225161.53849226088
2018-05-28,225135.42475218626
2018-05-29,225421.6912897802
2018-05-30,225902.53713181635
2018-05-31,225889.91159008848
2018-06-01,225612.87715951467
2018-06-04,225992.1090567034
2018-06-05,224799.00113971796
2018-06-06,225185.53359904137
2018-06-07,224631.78913048195
2018-06-08,223747.50000000006
2018-06-11,223747.50000000006
2018-06-12,223747.50000000006
2018-06-13,222328.25804795008
2018-06-14,221939.26726964916
2018-06-15,221583.6615358504
2018-06-18,222636.49127294007
2018-06-19,222775.68982286533
2018-06-20,223248.46943489826
2018-06-21,223960.6092555545
2018-06-22,223968.19381444156
2018-06-25,221596.11047104458
2018-06-26,222339.50035000147
2018-06-27,221822.4799691262
2018-06-28,222381.11278490562
2018-06-29,222606.80727109144
2018-07-02,223731.84500191433
2018-07-03,223329.15351232953
2018-07-04,223257.57228579404
2018-07-05,223284.98125877936
2018-07-06,222536.72372007056
2018-07-09,221895.50048693025
2018-07-10,222013.862535479
2018-07-11,220856.64310389117
2018-07-12,220896.70248520758
2018-07-13,221648.93254324107
2018-07-16,220196.7798316149
2018-07-17,216345.00000000006
2018-07-18,216345.00000000006
2018-07-19,216345.00000000006
2018-07-20,216345.00000000006
2018-07-23,216345.00000000006
2018-07-24,216273.35414798252
2018-07-25,216034.87493668895
2018-07-26,215904.72432324625
2018-07-27,217799.74909041566
2018-07-30,213440.25069170303
2018-07-31,214111.71149427386
2018-08-01,217318.21757892275
2018-08-02,215885.57088297352
2018-08-03,209792.3657335897
2018-08-06,204794.08632400277
2018-08-07,200035.00000000006
2018-08-08,200035.00000000006
2018-08-09,199274.55672791175
2018-08-10,199076.41063182172
2018-08-13,197794.58713212464
2018-08-14,194793.44338205384
2018-08-15,193675.00000000006
2018-08-16,193675.00000000006
