date,open,high,low,close,volume
2024-07-22,40602.0,40747.0,40488.0,40693.0,139016
2024-07-23,40683.0,40795.0,40567.0,40615.0,115515
2024-07-24,40575.0,40583.0,40053.0,40110.0,152717
2024-07-25,40208.0,40685.0,40055.0,40192.0,184808
2024-07-26,40245.0,40995.0,40233.0,40831.0,155670
2024-07-29,40857.0,41051.0,40606.0,40771.0,130218
2024-07-30,40781.0,40859.0,40754.0,40959.0,149217
2024-07-31,41111.0,41158.0,41058.0,41073.0,169551
2024-08-01,40420.0,40450.0,40339.0,40514.0,215461
2024-08-02,40420.0,40450.0,39518.0,39879.0,212531
2024-08-05,39623.0,39750.0,38541.0,38848.0,242089
2024-08-06,39017.0,39600.0,38760.0,39143.0,176254
2024-08-07,39025.0,39619.0,38753.0,38905.0,142292
2024-08-08,38815.0,39662.0,38689.0,39601.0,157507
2024-08-09,39610.0,39770.0,39355.0,39640.0,114018
2024-08-12,39618.0,39739.0,39366.0,39480.0,105369
2024-08-13,39488.0,39923.0,39344.0,39889.0,117644
2024-08-14,39889.0,40191.0,39786.0,40119.0,121965
2024-08-15,40161.0,40721.0,40113.0,40683.0,110463
2024-08-16,40703.0,40856.0,40546.0,40794.0,100505
2024-08-19,40818.0,41052.0,40741.0,41020.0,92057
2024-08-20,40993.0,41085.0,40875.0,40949.0,93913
2024-08-21,40949.0,41097.0,40850.0,41006.0,108175
2024-08-22,41015.0,41159.0,40684.0,40828.0,127189
2024-08-23,40838.0,41307.0,40836.0,41270.0,140263
2024-08-26,41274.0,41523.0,41229.0,41335.0,99787
2024-08-27,41290.0,41390.0,41181.0,41356.0,96513
2024-08-28,41355.0,41451.0,40920.0,41178.0,130784
2024-08-29,41256.0,41682.0,41153.0,41439.0,159394
2024-08-30,41480.0,41674.0,41231.0,41653.0,102870
2024-09-03,41613.0,41658.0,40866.0,41018.0,159446
2024-09-04,41019.0,41260.0,40849.0,41051.0,121303
2024-09-05,41028.0,41169.0,40593.0,40829.0,138408
2024-09-06,40879.0,41080.0,40264.0,40407.0,197595
2024-09-09,40339.0,41065.0,40331.0,40882.0,197595
2024-09-10,40921.0,40989.0,40463.0,40798.0,138158
2024-09-11,40792.0,40951.0,40034.0,40906.0,192949
2024-09-12,40855.0,41160.0,40701.0,41146.0,130197
2024-09-13,41134.0,41569.0,41127.0,41427.0,191485
2024-09-16,41422.0,41786.0,41388.0,41660.0,91320
2024-09-17,41656.0,41872.0,41502.0,41639.0,62078
2024-09-18,41652.0,42026.0,41470.0,41526.0,32390
2024-09-19,41592.0,42190.0,41580.0,42057.0,24247
2024-09-20,42078.0,42097.0,41836.0,41946.08984375,114933
2024-09-23,42475.0,42562.0,42321.0,42501.0,91631
2024-09-24,42485.0,42656.0,42409.0,42597.0,113321
2024-09-25,42563.0,42679.0,42206.0,42276.0,123728
2024-09-26,42276.0,42594.0,42231.0,42555.0,112722
2024-09-27,42538.0,43005.0,42489.0,42656.0,139040
2024-09-30,42648.0,42715.0,42245.0,42643.0,135308
2024-10-01,42605.0,42656.0,42251.0,42479.0,164845
2024-10-02,42456.0,42581.0,42285.0,42510.0,116855
2024-10-03,42549.0,42575.0,42142.0,42317.0,135656
2024-10-04,42280.0,42667.0,42252.0,42646.0,116866
2024-10-07,42640.0,42704.0,42117.0,42245.0,119734
2024-10-08,42260.0,42427.0,42091.0,42375.0,80028
2024-10-09,42375.0,42864.0,42254.0,42813.0,106755
2024-10-10,42805.0,42850.0,42587.0,42746.0,99978
2024-10-11,42752.0,43180.0,42666.0,43143.0,118550
2024-10-14,43110.0,43421.0,42986.0,43363.0,83232
2024-10-15,43400.0,43445.0,42964.0,43015.0,138662
2024-10-16,43009.0,43369.0,42937.0,43342.0,89835
2024-10-17,43341.0,43550.0,43254.0,43511.0,105205
2024-10-18,43488.0,43581.0,43286.0,43518.0,87055
2024-10-21,43541.0,43578.0,43111.0,43177.0,112154
2024-10-22,43193.0,43284.0,42946.0,43169.0,110912
2024-10-23,42998.0,43065.0,42512.0,42738.0,130296
2024-10-24,42678.0,42747.0,42410.0,42605.0,105909
2024-10-25,42615.0,42811.0,42245.0,42321.0,110648
2024-10-28,42643.0,42643.0,42610.0,42606.0,104638
2024-10-29,42522.0,42522.0,42490.0,42447.0,105163
2024-10-30,42332.0,42352.0,42281.0,42363.0,121540
2024-10-31,42332.0,42357.0,41873.0,41947.0,154927
2024-11-01,41971.0,42495.0,41893.0,42209.0,117549
2024-11-04,42150.0,42277.0,41791.0,41956.0,114195
2024-11-05,42440.0,42450.0,42430.0,42381.0,95861
2024-11-06,42440.0,43965.0,42416.0,43901.0,184773
2024-11-07,43958.0,44020.0,43806.0,43910.0,104530
2024-11-08,43941.0,44300.0,43854.0,44141.0,112833
2024-11-11,44152.0,44625.0,44142.0,44441.0,100781
2024-11-12,44438.0,44556.0,44039.0,44074.0,126581
2024-11-13,44071.0,44280.0,43897.0,44108.0,117344
2024-11-14,44131.0,44261.0,43816.0,43901.0,113557
2024-11-15,43901.0,43911.0,43478.0,43568.0,132267
2024-11-18,43581.0,43654.0,43398.0,43540.0,100133
2024-11-19,43540.0,43622.0,42991.0,43400.0,124808
2024-11-20,43403.0,43590.0,43181.0,43516.0,104006
2024-11-21,43567.0,44146.0,43383.0,43989.0,137118
2024-11-22,43989.0,44452.0,43818.0,44395.0,126564
2024-11-25,44499.0,44915.0,44490.0,44826.0,118684
2024-11-26,44849.0,45002.0,44532.0,44951.0,120238
2024-11-27,44975.0,45121.0,44790.0,44828.0,98544
2024-11-29,44846.0,45171.0,44820.0,45055.0,90521
2024-12-02,45048.0,45138.0,44820.0,44905.0,85541
2024-12-03,44891.0,44987.0,44680.0,44808.0,80735
2024-12-04,44903.0,45176.0,44871.0,45106.0,96582
2024-12-05,45094.0,45154.0,44812.0,44867.0,82280
2024-12-06,44854.0,44984.0,44660.0,44706.0,75941
2024-12-09,44709.0,44809.0,44451.0,44479.0,91100
2024-12-10,44489.0,44553.0,44261.0,44335.0,82772
2024-12-11,44335.0,44442.0,44181.0,44222.0,87556
2024-12-12,44199.0,44272.0,43941.0,43977.0,99962
2024-12-13,43977.0,44091.0,43811.0,43866.0,132448
2024-12-16,43848.0,43993.0,43721.0,43768.0,88147
2024-12-17,43743.0,43772.0,43367.0,43474.0,59593
2024-12-18,43478.0,43724.0,42191.0,42323.0,46786
2024-12-19,42406.0,42790.0,42350.0,42358.0,36198
2024-12-20,42390.0,42401.0,42063.0,42197.66015625,161904
2024-12-23,43356.0,43480.0,42928.0,43319.0,96081
2024-12-24,43352.0,43664.0,43245.0,43645.0,45310
2024-12-26,43645.0,43746.0,43430.0,43702.0,59571
2024-12-27,43668.0,43710.0,43076.0,43344.0,107133
2024-12-30,43300.0,43381.0,42583.0,42927.0,126738
2024-12-31,42915.0,43100.0,42723.0,42873.0,97500
2025-01-02,42935.0,43246.0,42463.0,42694.0,136925
2025-01-03,42707.0,43077.0,42655.0,43021.0,82608
2025-01-06,43024.0,43409.0,42886.0,42982.0,118919
2025-01-07,43028.0,43212.0,42652.0,42803.0,132800
2025-01-08,42786.0,42940.0,42592.0,42878.0,107849
2025-01-09,42882.0,42906.0,42725.0,42822.0,15856
2025-01-10,42821.0,42903.0,42089.0,42160.0,161203
2025-01-13,42206.0,42565.0,41967.0,42523.0,116452
2025-01-14,42569.0,42825.0,42374.0,42752.0,112142
2025-01-15,42810.0,43569.0,42752.0,43466.0,120520
2025-01-16,43482.0,43573.0,43285.0,43372.0,104177
2025-01-17,43345.0,43866.0,43318.0,43695.0,90443
2025-01-21,43681.0,44277.0,43497.0,44238.0,121477
2025-01-22,44246.0,44417.0,44196.0,44353.0,80009
2025-01-23,44362.0,44757.0,44310.0,44749.0,85190
2025-01-24,44730.0,44773.0,44523.0,44602.0,72971
2025-01-27,44475.0,44931.0,44009.0,44904.0,162119
2025-01-28,44905.0,45159.0,44743.0,45031.0,97891
