date,equity
2015-01-01,100000.0
2015-01-02,100000.0
2015-01-05,100000.0
2015-01-06,100000.0
2015-01-07,100000.0
2015-01-08,100000.0
2015-01-09,100000.0
2015-01-12,100000.0
2015-01-13,100000.0
2015-01-14,100000.0
2015-01-15,100000.0
2015-01-16,100000.0
2015-01-19,100000.0
2015-01-20,100000.0
2015-01-21,100000.0
2015-01-22,100000.0
2015-01-23,100000.0
2015-01-26,100000.0
2015-01-27,100000.0
2015-01-28,100000.0
2015-01-29,100000.0
2015-01-30,99871.9931991541
2015-02-02,100626.03373699327
2015-02-03,101461.42527743414
2015-02-04,101108.83522525775
2015-02-05,101898.47386297025
2015-02-06,101914.26101494805
2015-02-09,101682.71756388152
2015-02-10,101555.80193694301
2015-02-11,101475.36714194674
2015-02-12,102684.71768922139
2015-02-13,102593.18378840049
2015-02-16,101908.034969012
2015-02-17,101772.61228069049
2015-02-18,102395.68445996533
2015-02-19,100399.27274640992
2015-02-20,100775.0
2015-02-23,100775.0
2015-02-24,100775.0
2015-02-25,100775.0
2015-02-26,100775.0
2015-02-27,100775.0
2015-03-02,100775.0
2015-03-03,100863.06785001176
2015-03-04,100793.22088922506
2015-03-05,99941.23035433299
2015-03-06,99537.45834275089
2015-03-09,100896.09031034782
2015-03-10,99943.25383351497
2015-03-11,99384.92475557084
2015-03-12,99856.70258275843
2015-03-13,98440.81777462283
2015-03-16,99042.5
2015-03-17,99042.5
2015-03-18,99042.5
2015-03-19,99042.5
2015-03-20,99042.5
2015-03-23,99042.5
2015-03-24,99042.5
2015-03-25,99042.5
2015-03-26,99042.5
2015-03-27,99042.5
2015-03-30,99042.5
2015-03-31,99042.5
2015-04-01,99042.5
2015-04-02,99042.5
2015-04-03,99042.5
2015-04-06,99042.5
2015-04-07,98545.49768466776
2015-04-08,98676.47907867254
2015-04-09,98071.28599199642
2015-04-10,98045.0
2015-04-13,98045.0
2015-04-14,98045.0
2015-04-15,98045.0
2015-04-16,98045.0
2015-04-17,98045.0
2015-04-20,98045.0
2015-04-21,98045.0
2015-04-22,98045.0
2015-04-23,98045.0
2015-04-24,98045.0
2015-04-27,98045.0
2015-04-28,98045.0
2015-04-29,98045.0
2015-04-30,98045.0
2015-05-01,98045.0
2015-05-04,98045.0
2015-05-05,98045.0
2015-05-06,98045.0
2015-05-07,98045.0
2015-05-08,98045.0
2015-05-11,98045.0
2015-05-12,98045.0
2015-05-13,98045.0
2015-05-14,98045.0
2015-05-15,98045.0
2015-05-18,98045.0
2015-05-19,98045.0
2015-05-20,98045.0
2015-05-21,98045.0
2015-05-22,98045.0
2015-05-25,98045.0
2015-05-26,98045.0
2015-05-27,98045.0
2015-05-28,98045.0
2015-05-29,98045.0
2015-06-01,98045.0
2015-06-02,98045.0
2015-06-03,98045.0
2015-06-04,98045.0
2015-06-05,98045.0
2015-06-08,98045.0
2015-06-09,98045.0
2015-06-10,98045.0
2015-06-11,98045.0
2015-06-12,98045.0
2015-06-15,98045.0
2015-06-16,98045.0
2015-06-17,98045.0
2015-06-18,98045.0
2015-06-19,98045.0
2015-06-22,98045.0
2015-06-23,98045.0
2015-06-24,98045.0
2015-06-25,98045.0
2015-06-26,98045.0
2015-06-29,98045.0
2015-06-30,98045.0
2015-07-01,98045.0
2015-07-02,98045.0
2015-07-03,98045.0
2015-07-06,98045.0
2015-07-07,98045.0
2015-07-08,98045.0
2015-07-09,98045.0
2015-07-10,98045.0
2015-07-13,98045.0
2015-07-14,98416.33005540441
2015-07-15,99083.73483583404
2015-07-16,98969.92922233925
2015-07-17,100495.20954380522
2015-07-20,100701.41488515983
2015-07-21,101662.01866536457
2015-07-22,103704.44511051053
2015-07-23,105351.38443644039
2015-07-24,104127.12426817292
2015-07-27,102170.78927109652
2015-07-28,102191.93157186286
2015-07-29,103127.57595877847
2015-07-30,101385.18379259093
2015-07-31,99169.40902904423
2015-08-03,98285.0
2015-08-04,98285.0
2015-08-05,98285.0
2015-08-06,98285.0
2015-08-07,98285.0
2015-08-10,98285.0
2015-08-11,98285.0
2015-08-12,98285.0
2015-08-13,98285.0
2015-08-14,98285.0
2015-08-17,98285.0
2015-08-18,98285.0
2015-08-19,98285.0
2015-08-20,98285.0
2015-08-21,98285.0
2015-08-24,98285.0
2015-08-25,98285.0
2015-08-26,98285.0
2015-08-27,98285.0
2015-08-28,98285.0
2015-08-31,98285.0
2015-09-01,98285.0
2015-09-02,98285.0
2015-09-03,98285.0
2015-09-04,98285.0
2015-09-07,98285.0
2015-09-08,98285.0
2015-09-09,98285.0
2015-09-10,98285.0
2015-09-11,98285.0
2015-09-14,98285.0
2015-09-15,98285.0
2015-09-16,98285.0
2015-09-17,98285.0
2015-09-18,98285.0
2015-09-21,98285.0
2015-09-22,98285.0
2015-09-23,98285.0
2015-09-24,98285.0
2015-09-25,98285.0
2015-09-28,98285.0
2015-09-29,98285.0
2015-09-30,98285.0
2015-10-01,98285.0
2015-10-02,98285.0
2015-10-05,98285.0
2015-10-06,98285.0
2015-10-07,98285.0
2015-10-08,98285.0
2015-10-09,98285.0
2015-10-12,98285.0
2015-10-13,98285.0
2015-10-14,98285.0
2015-10-15,98285.0
2015-10-16,98285.0
2015-10-19,98285.0
2015-10-20,98285.0
2015-10-21,98285.0
2015-10-22,98285.0
2015-10-23,98285.0
2015-10-26,98285.0
2015-10-27,98285.0
2015-10-28,98285.0
2015-10-29,98285.0
2015-10-30,98285.0
2015-11-02,98285.0
2015-11-03,98285.0
2015-11-04,98285.0
2015-11-05,98285.0
2015-11-06,98285.0
2015-11-09,98285.0
2015-11-10,98285.0
2015-11-11,98285.0
2015-11-12,98285.0
2015-11-13,98285.0
2015-11-16,98285.0
2015-11-17,98285.0
2015-11-18,98285.0
2015-11-19,98285.0
2015-11-20,98285.0
2015-11-23,98285.0
2015-11-24,98285.0
2015-11-25,98285.0
2015-11-26,98285.0
2015-11-27,98285.0
2015-11-30,98285.0
2015-12-01,98285.0
2015-12-02,98285.0
2015-12-03,98285.0
2015-12-04,98285.0
2015-12-07,98285.0
2015-12-08,98285.0
2015-12-09,98285.0
2015-12-10,98285.0
2015-12-11,98285.0
2015-12-14,98285.0
2015-12-15,98285.0
2015-12-16,98285.0
2015-12-17,98285.0
2015-12-18,98285.0
2015-12-21,98285.0
2015-12-22,98285.0
2015-12-23,98285.0
2015-12-24,98285.0
2015-12-25,98285.0
2015-12-28,98285.0
2015-12-29,98285.0
2015-12-30,98285.0
2015-12-31,98285.0
2016-01-01,98285.0
2016-01-04,98285.0
2016-01-05,98285.0
2016-01-06,98285.0
2016-01-07,98285.0
2016-01-08,98285.0
2016-01-11,98285.0
2016-01-12,98285.0
2016-01-13,98285.0
2016-01-14,98285.0
2016-01-15,98285.0
2016-01-18,98285.0
2016-01-19,98285.0
2016-01-20,98285.0
2016-01-21,98285.0
2016-01-22,98285.0
2016-01-25,98285.0
2016-01-26,98285.0
2016-01-27,98285.0
2016-01-28,98285.0
2016-01-29,98285.0
2016-02-01,98285.0
