date,open,high,low,close,volume
2024-07-22,1.0901999473571777,1.0916999578475952,1.0891000032424927,1.090399980545044,231.0
2024-07-23,1.090649962425232,1.090649962425232,1.0857499837875366,1.0865999460220337,261.0
2024-07-24,1.0860999822616577,1.0879499912261963,1.084149956703186,1.0850499868392944,261.0
2024-07-25,1.0852999687194824,1.087649941444397,1.0844000577926636,1.0859500169754028,545.0
2024-07-26,1.0856000185012817,1.087649941444397,1.0856000185012817,1.0867999792099,296.0
2024-07-29,1.0867500305175781,1.0875500440597534,1.0814000368118286,1.0832500457763672,352.0
2024-07-30,1.0829499959945679,1.0842000246047974,1.080899953842163,1.0821000337600708,845.0
2024-07-31,1.082800030708313,1.0859999656677246,1.0815500020980835,1.083549976348877,1213.0
2024-08-01,1.0834499597549438,1.0839500427246094,1.0787500143051147,1.0792499780654907,378.0
2024-08-02,1.0799000263214111,1.0931999683380127,1.079300045967102,1.0920499563217163,1333.0
2024-08-05,1.0927000045776367,1.1015000343322754,1.090000033378601,1.0958000421524048,2035.0
2024-08-06,1.0966999530792236,1.0966999530792236,1.0911500453948975,1.0934499502182007,324.0
2024-08-07,1.0935499668121338,1.0942000150680542,1.091249942779541,1.0928000211715698,147.0
2024-08-08,1.0928000211715698,1.0947999954223633,1.0887999534606934,1.0923000574111938,168.0
2024-08-09,1.0918999910354614,1.0934499502182007,1.091599941253662,1.0923999547958374,66.0
2024-08-12,1.0916999578475952,1.0937000513076782,1.0916999578475952,1.0934499502182007,1100.0
2024-08-13,1.0938999652862549,1.100250005722046,1.0920000076293945,1.100250005722046,1135.0
2024-08-14,1.0994999408721924,1.104699969291687,1.0994000434875488,1.1018999814987183,314.0
2024-08-15,1.1015000343322754,1.1015000343322754,1.0953999757766724,1.0979000329971313,1819.0
2024-08-16,1.0981500148773193,1.1023999452590942,1.0980000495910645,1.1021000146865845,1346.0
2024-08-19,1.1031500101089478,1.1053999662399292,1.1031500101089478,1.1053999662399292,179877.0
2024-08-20,1.1100000143051147,1.1145000457763672,1.108549952507019,1.1134999990463257,182037.0
2024-08-21,1.114150047302246,1.118749976158142,1.111299991607666,1.1174999475479126,232250.0
2024-08-22,1.1161999702453613,1.1189500093460083,1.1109999418258667,1.1122499704360962,201295.0
2024-08-23,1.1124000549316406,1.121250033378601,1.1117000579833984,1.1198999881744385,250831.0
2024-08-26,1.1202499866485596,1.121250033378601,1.1160500049591064,1.1174499988555908,167327.0
2024-08-27,1.1169999837875366,1.1201000213623047,1.1159499883651733,1.1196500062942505,146141.0
2024-08-28,1.1193499565124512,1.1195499897003174,1.111449956893921,1.1125500202178955,215724.0
2024-08-29,1.1127500534057617,1.1147500276565552,1.1063499450683594,1.1086499691009521,207561.0
2024-08-30,1.1085000038146973,1.1102999448776245,1.1051000356674194,1.1059499979019165,198316.0
2024-09-03,1.1053999662399292,1.1085000038146973,1.1032999753952026,1.1045000553131104,270277.0
2024-09-04,1.105049967765808,1.1101499795913696,1.1045000553131104,1.108199954032898,184659.0
2024-09-05,1.1088500022888184,1.1125500202178955,1.1079000234603882,1.1108499765396118,193325.0
2024-09-06,1.1115000247955322,1.1159499883651733,1.106950044631958,1.1090500354766846,299028.0
2024-09-09,1.1089500188827515,1.1095000505447388,1.103700041770935,1.104699969291687,299028.0
2024-09-10,1.1038999557495117,1.105299949645996,1.1017999649047852,1.1027499437332153,357444.0
2024-09-11,1.1021499633789062,1.1057499647140503,1.100450038909912,1.1021000146865845,504119.0
2024-09-12,1.1015000343322754,1.1076500415802002,1.1006499528884888,1.1062500476837158,325342.0
2024-09-13,1.107550024986267,1.1102499961853027,1.107100009918213,1.1078499555587769,69668.0
2024-09-16,1.107699990272522,1.1137499809265137,1.1076500415802002,1.1126500368118286,1394.0
2024-09-17,1.113700032234192,1.1158000230789185,1.1123499870300293,1.1136000156402588,964.0
2024-09-18,1.1133999824523926,1.1200000047683716,1.1113500595092773,1.1160000562667847,1018.0
2024-09-19,1.1131000518798828,1.1188499927520752,1.1079000234603882,1.1175999641418457,1416.0
2024-09-20,1.1168999671936035,1.1190999746322632,1.1150000095367432,1.1174999475479126,652.0
2024-09-23,1.1167500019073486,1.117400050163269,1.1093000173568726,1.1125999689102173,1426.0
2024-09-24,1.1122499704360962,1.1185499429702759,1.111449956893921,1.117550015449524,2040.0
2024-09-25,1.118749976158142,1.121999979019165,1.1133500337600708,1.1141999959945679,533.0
2024-09-26,1.1139999628067017,1.1194000244140625,1.113450050354004,1.118649959564209,868.0
2024-09-27,1.1182500123977661,1.1205500364303589,1.1132999658584595,1.117400050163269,846.0
2024-09-30,1.1203999519348145,1.1212999820709229,1.1122000217437744,1.1138999462127686,898.0
2024-10-01,1.114050030708313,1.1147500276565552,1.1052500009536743,1.107699990272522,1105.0
2024-10-02,1.1074999570846558,1.1086499691009521,1.1038999557495117,1.104349970817566,488.0
2024-10-03,1.1051499843597412,1.1051499843597412,1.101449966430664,1.1029499769210815,1182.0
2024-10-04,1.1035499572753906,1.1042499542236328,1.0956000089645386,1.097599983215332,674.0
2024-10-07,1.0973000526428223,1.0989500284194946,1.0958499908447266,1.097249984741211,622.0
2024-10-08,1.0983999967575073,1.0994999408721924,1.09660005569458,1.097499966621399,777.0
2024-10-09,1.0982500314712524,1.0982500314712524,1.0938999652862549,1.0938999652862549,1111.0
2024-10-10,1.0943000316619873,1.0956000089645386,1.0904500484466553,1.0923000574111938,1313.0
2024-10-11,1.093500018119812,1.0950000286102295,1.0925999879837036,1.0943000316619873,299.0
2024-10-14,1.0951000452041626,1.0951000452041626,1.0907000303268433,1.0913000106811523,235.0
2024-10-15,1.0924500226974487,1.0930500030517578,1.089900016784668,1.0902999639511108,708.0
2024-10-16,1.0903500318527222,1.0913499593734741,1.0871000289916992,1.0871000289916992,518.0
2024-10-17,1.0872999429702759,1.0882500410079956,1.082550048828125,1.0839500427246094,683.0
2024-10-18,1.0842499732971191,1.0882999897003174,1.0842000246047974,1.0879499912261963,414.0
2024-10-21,1.0881999731063843,1.0882999897003174,1.082450032234192,1.082450032234192,674.0
2024-10-22,1.083050012588501,1.0844999551773071,1.0806000232696533,1.0812499523162842,434.0
2024-10-23,1.0809999704360962,1.0815999507904053,1.0773999691009521,1.079300045967102,1427.0
2024-10-24,1.0793999433517456,1.0839999914169312,1.0782500505447388,1.0833499431610107,888.0
2024-10-25,1.0833499431610107,1.0849499702453613,1.080399990081787,1.0813499689102173,996.0
2024-10-28,1.080049991607666,1.0837500095367432,1.079300045967102,1.0821499824523926,893.0
2024-10-29,1.0827000141143799,1.0831999778747559,1.0779500007629395,1.0822999477386475,828.0
2024-10-30,1.0825999975204468,1.0879000425338745,1.0820000171661377,1.0878499746322632,782.0
2024-10-31,1.0860999822616577,1.0892499685287476,1.0851500034332275,1.0878000259399414,772.0
2024-11-01,1.0889500379562378,1.090999960899353,1.0838500261306763,1.0845500230789185,1073.0
