date,open,high,low,close,volume
2024-07-22,110.9375,111.03125,110.578125,110.71875,1409017.0
2024-07-23,110.75,111.0,110.71875,110.875,1402604.0
2024-07-24,110.75,111.140625,110.609375,110.671875,2637572.0
2024-07-25,110.640625,111.265625,110.640625,110.796875,3055709.0
2024-07-26,110.890625,111.265625,110.734375,111.203125,1856623.0
2024-07-29,111.234375,111.515625,111.203125,111.34375,1565130.0
2024-07-30,111.328125,111.65625,111.25,111.5625,1781389.0
2024-07-31,111.5625,112.328125,111.46875,111.8125,3268894.0
2024-08-01,112.28125,112.8125,112.046875,112.734375,3433253.0
2024-08-02,112.75,114.25,112.65625,114.140625,4296366.0
2024-08-05,114.171875,115.109375,113.765625,114.078125,3977072.0
2024-08-06,114.015625,114.09375,113.21875,113.390625,2774865.0
2024-08-07,113.515625,113.53125,112.8125,112.890625,2615001.0
2024-08-08,113.078125,113.4375,112.515625,112.65625,2433664.0
2024-08-09,112.703125,113.15625,112.671875,112.953125,1433071.0
2024-08-12,112.9375,113.296875,112.78125,113.234375,1577280.0
2024-08-13,113.296875,113.6875,113.109375,113.625,1726759.0
2024-08-14,113.6875,114.0625,113.421875,113.765625,2029311.0
2024-08-15,113.6875,113.71875,112.796875,112.953125,2308793.0
2024-08-16,113.03125,113.375,112.890625,113.109375,1717942.0
2024-08-19,113.109375,113.359375,112.96875,113.21875,1352232.0
2024-08-20,113.21875,113.640625,113.109375,113.5625,1626916.0
2024-08-21,113.640625,114.03125,113.453125,113.890625,2634704.0
2024-08-22,113.734375,113.84375,113.171875,113.296875,3456441.0
2024-08-23,113.34375,113.8125,113.265625,113.703125,3189187.0
2024-08-26,113.75,113.9375,113.5625,113.59375,4044694.0
2024-08-27,113.59375,113.640625,113.265625,113.515625,6299327.0
2024-08-28,113.578125,113.71875,113.46875,113.53125,1816714.0
2024-08-29,113.515625,113.65625,113.1875,113.3125,361182.0
2024-08-30,113.375,113.40625,112.9375,113.046875,33598.0
2024-09-03,113.0,113.640625,112.890625,113.484375,17198.0
2024-09-04,113.546875,114.109375,113.53125,114.03125,8236.0
2024-09-05,114.09375,114.375,113.984375,114.234375,7329.0
2024-09-06,114.234375,114.640625,113.71875,114.515625,3050.0
2024-09-09,114.421875,114.5625,114.21875,114.515625,3050.0
2024-09-10,114.421875,114.921875,114.40625,114.921875,1342.0
2024-09-11,115.0,115.203125,114.578125,114.78125,1058.0
2024-09-12,114.65625,114.765625,114.515625,114.6875,782.0
2024-09-13,114.9375,115.03125,114.796875,114.921875,469.0
2024-09-16,114.921875,115.078125,114.921875,115.078125,2285.0
2024-09-17,115.1875,115.21875,114.859375,114.921875,2910.0
2024-09-18,114.96875,114.96875,114.53125,114.640625,405.0
2024-09-19,114.59375,114.859375,114.21875,114.328125,2317517.0
2024-09-20,114.90625,115.0,114.53125,114.84375,1884141.0
2024-09-23,114.71875,114.828125,114.359375,114.765625,1834960.0
2024-09-24,114.6875,114.90625,114.296875,114.84375,2043257.0
2024-09-25,114.890625,114.921875,114.46875,114.546875,1697399.0
2024-09-26,114.515625,114.75,114.21875,114.40625,2098994.0
2024-09-27,114.34375,114.78125,114.25,114.734375,1961298.0
2024-09-30,114.734375,114.75,114.234375,114.28125,2461714.0
2024-10-01,114.390625,115.015625,114.34375,114.6875,2565634.0
2024-10-02,114.75,114.8125,114.21875,114.421875,1824431.0
2024-10-03,114.40625,114.453125,113.890625,113.90625,2060271.0
2024-10-04,113.9375,114.046875,112.8125,112.84375,3056066.0
2024-10-07,112.8125,112.890625,112.421875,112.484375,2482450.0
2024-10-08,112.515625,112.75,112.3125,112.46875,1626785.0
2024-10-09,112.578125,112.65625,112.109375,112.203125,1677790.0
2024-10-10,112.125,112.359375,111.6875,112.078125,2695481.0
2024-10-11,112.265625,112.3125,111.953125,112.25,1485457.0
2024-10-14,112.09375,112.125,111.71875,111.859375,718242.0
2024-10-15,112.0,112.484375,111.96875,112.4375,1780932.0
2024-10-16,112.4375,112.6875,112.40625,112.53125,1540190.0
2024-10-17,112.546875,112.5625,112.0,112.046875,1877074.0
2024-10-18,112.109375,112.296875,111.921875,112.21875,1539530.0
2024-10-21,112.171875,112.21875,111.4375,111.515625,2004525.0
2024-10-22,111.4375,111.640625,111.28125,111.34375,2321739.0
2024-10-23,111.296875,111.359375,110.953125,111.03125,1944719.0
2024-10-24,111.015625,111.421875,110.96875,111.28125,1995070.0
2024-10-25,111.203125,111.4375,110.921875,111.0625,1949563.0
2024-10-28,110.30500030517578,111.0199966430664,110.18499755859375,110.703125,2056790.0
